epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1359.22,1.17586,1.10746,1.21739,0.9247,0.66407,0.7553,0.43826,1.46966,1.54951,1.49075,0.00135894,0.00135894,0.00135894
30,1407.55,1.11592,1.04331,1.20057,0.79075,0.71513,0.77907,0.46896,1.47007,1.4191,1.52273,0.00134794,0.00134794,0.00134794
31,1454.99,1.12544,1.09428,1.23729,0.77975,0.7027,0.77686,0.43602,1.43549,1.34416,1.47324,0.00133693,0.00133693,0.00133693
32,1504.77,1.132,1.00621,1.19878,0.9172,0.7027,0.82706,0.49349,1.35803,1.1549,1.37199,0.00132593,0.00132593,0.00132593
33,1552.8,1.08798,0.97384,1.18201,0.89922,0.72365,0.83379,0.49302,1.38236,1.23395,1.40018,0.00131493,0.00131493,0.00131493
34,1609.88,1.08138,0.95027,1.1714,0.90005,0.67568,0.78579,0.46207,1.47838,1.312,1.50373,0.00130393,0.00130393,0.00130393
35,1668,1.13,1.06779,1.23129,0.89348,0.68025,0.79902,0.4628,1.49366,1.22377,1.53287,0.00129293,0.00129293,0.00129293
36,1721.43,1.00099,0.90336,1.12729,0.96234,0.72973,0.82182,0.52554,1.28003,1.08561,1.31659,0.00128192,0.00128192,0.00128192
37,1777.76,0.99913,0.91019,1.15231,0.98947,0.72973,0.86444,0.54273,1.28088,1.08847,1.29071,0.00127092,0.00127092,0.00127092
38,1849.4,1.00189,0.89557,1.12883,0.8353,0.72973,0.79745,0.51479,1.32257,1.46921,1.33173,0.00125992,0.00125992,0.00125992
39,1943.5,1.05054,0.92878,1.20109,0.90109,0.73885,0.80785,0.49042,1.35827,1.22004,1.40912,0.00124892,0.00124892,0.00124892
40,2019.79,0.97398,0.8761,1.12071,0.87382,0.74882,0.81906,0.47524,1.4642,1.08626,1.51527,0.00123791,0.00123791,0.00123791
41,2078.98,1.04269,0.98808,1.19596,0.90312,0.75586,0.82826,0.51283,1.38864,1.19917,1.4513,0.00122691,0.00122691,0.00122691
42,2158.72,1.0018,0.8638,1.12979,0.95284,0.64865,0.75335,0.43227,1.50703,1.38918,1.50324,0.00121591,0.00121591,0.00121591
43,2219.73,1.0098,0.84755,1.15921,0.86923,0.67568,0.7126,0.35491,1.63467,1.69848,1.73206,0.00120491,0.00120491,0.00120491
44,2283.35,0.98114,0.87833,1.12758,0.41213,0.24324,0.23518,0.1386,1.92032,3.01122,2.01922,0.00119391,0.00119391,0.00119391
45,2348.12,1.0406,0.87875,1.18765,0.59678,0.37838,0.37073,0.19946,1.86968,2.57343,2.04585,0.0011829,0.0011829,0.0011829
46,2408.13,1.06044,0.86955,1.17153,0.83721,0.69516,0.80721,0.45788,1.49346,1.1322,1.52842,0.0011719,0.0011719,0.0011719
47,2466.88,0.95709,0.86341,1.13664,0.74273,0.70226,0.74381,0.45831,1.38635,1.47574,1.46585,0.0011609,0.0011609,0.0011609
48,2521.75,0.98,0.92879,1.15174,0.93002,0.75676,0.82918,0.48323,1.40389,1.11677,1.48736,0.0011499,0.0011499,0.0011499
49,2574.08,0.95175,0.82945,1.11491,0.88894,0.75676,0.85255,0.52052,1.26234,0.98669,1.32352,0.00113889,0.00113889,0.00113889
50,2633.63,0.9284,0.81247,1.13311,0.88449,0.72973,0.8683,0.52864,1.32994,1.04219,1.39621,0.00112789,0.00112789,0.00112789
51,2684.2,0.88151,0.72584,1.0513,0.93299,0.75676,0.87859,0.52886,1.36513,0.98708,1.41277,0.00111689,0.00111689,0.00111689
52,2732.02,0.87721,0.72285,1.08534,0.89538,0.72973,0.84649,0.49907,1.39488,1.08273,1.46264,0.00110589,0.00110589,0.00110589
53,2779.75,0.95552,0.76694,1.12351,0.82272,0.78378,0.8651,0.51094,1.42237,1.03108,1.46382,0.00109489,0.00109489,0.00109489
54,2830.15,0.9161,0.77034,1.12576,0.78418,0.67568,0.8044,0.46489,1.54092,1.14041,1.56125,0.00108388,0.00108388,0.00108388
55,2878.24,0.93552,0.739,1.0941,0.8563,0.64433,0.79109,0.41103,1.6689,1.25083,1.70045,0.00107288,0.00107288,0.00107288
56,2929.01,0.92721,0.74545,1.103,0.87902,0.5893,0.74053,0.38244,1.60367,1.42079,1.58032,0.00106188,0.00106188,0.00106188
57,2990.27,0.93074,0.7464,1.11199,0.82633,0.59459,0.74335,0.41418,1.54553,1.29786,1.52386,0.00105088,0.00105088,0.00105088
58,3037.62,0.89954,0.71433,1.09093,0.81158,0.6986,0.80914,0.46067,1.47305,1.12245,1.52964,0.00103987,0.00103987,0.00103987
59,3085.92,0.86554,0.68341,1.08189,0.91682,0.7027,0.78552,0.49755,1.39395,1.09563,1.45944,0.00102887,0.00102887,0.00102887
60,3133.66,0.88753,0.69462,1.07319,0.81492,0.72973,0.76228,0.46791,1.41069,1.16546,1.52501,0.00101787,0.00101787,0.00101787
61,3181.81,0.91242,0.74646,1.13282,0.8476,0.75168,0.73491,0.42851,1.43832,1.22708,1.56865,0.00100687,0.00100687,0.00100687
62,3250.63,0.90371,0.75676,1.08697,0.89121,0.72973,0.74942,0.44893,1.42914,1.15364,1.52237,0.000995866,0.000995866,0.000995866
63,3304.24,0.87003,0.74376,1.07139,0.88254,0.7027,0.80512,0.42878,1.53386,1.17628,1.54441,0.000984864,0.000984864,0.000984864
64,3357.97,0.90137,0.7013,1.07984,0.91343,0.72973,0.81304,0.43853,1.52059,1.14722,1.51241,0.000973861,0.000973861,0.000973861
65,3413.7,0.79369,0.64972,1.03669,0.91977,0.7027,0.79174,0.45277,1.4836,1.11098,1.48705,0.000962859,0.000962859,0.000962859
66,3465.09,0.81803,0.77345,1.05939,0.9308,0.72717,0.74664,0.42949,1.45045,1.19195,1.4857,0.000951857,0.000951857,0.000951857
67,3517.47,0.86422,0.6682,1.07456,0.89082,0.67568,0.72763,0.42991,1.45068,1.33185,1.49077,0.000940855,0.000940855,0.000940855
68,3572.07,0.9045,0.68703,1.08205,0.92488,0.7027,0.74333,0.44987,1.45927,1.37186,1.49023,0.000929853,0.000929853,0.000929853
69,3625.05,0.869,0.64058,1.07133,0.96189,0.72973,0.78895,0.48294,1.39869,1.21326,1.45501,0.00091885,0.00091885,0.00091885
70,3677.63,0.81907,0.66897,1.06205,0.91315,0.7027,0.82381,0.50331,1.40745,1.10694,1.46017,0.000907848,0.000907848,0.000907848
71,3730.04,0.78304,0.59821,1.04772,0.86536,0.78378,0.84566,0.52734,1.33938,1.04388,1.41674,0.000896846,0.000896846,0.000896846
72,3783.42,0.81141,0.60495,1.0449,0.95893,0.75676,0.81294,0.48912,1.48172,1.17163,1.54421,0.000885844,0.000885844,0.000885844
73,3831.38,0.774,0.62382,1.0334,0.85952,0.7027,0.76282,0.45139,1.47463,1.22083,1.55769,0.000874842,0.000874842,0.000874842
74,3878.72,0.77146,0.59236,1.01296,0.87113,0.75676,0.81076,0.47321,1.44774,1.14779,1.57171,0.000863839,0.000863839,0.000863839
75,3939.54,0.84431,0.64882,1.06701,0.88717,0.7027,0.78096,0.44034,1.41317,1.10057,1.52946,0.000852837,0.000852837,0.000852837
76,3998.68,0.79988,0.64131,1.04636,0.92337,0.72973,0.79208,0.45942,1.4373,1.11982,1.48141,0.000841835,0.000841835,0.000841835
77,4052.66,0.77156,0.62166,1.04522,0.89921,0.72356,0.78921,0.47444,1.39282,1.19277,1.43203,0.000830833,0.000830833,0.000830833
78,4107.18,0.81634,0.63826,1.04995,0.8743,0.75206,0.80886,0.52161,1.30891,1.12693,1.40997,0.000819831,0.000819831,0.000819831
79,4160.51,0.72672,0.58187,1.02352,0.86134,0.72973,0.80267,0.50466,1.3772,1.11792,1.49103,0.000808828,0.000808828,0.000808828
80,4215.15,0.75646,0.58454,1.04567,0.86655,0.72973,0.79957,0.48048,1.48124,1.14786,1.60873,0.000797826,0.000797826,0.000797826
81,4270.52,0.79116,0.63569,1.05799,0.87108,0.7027,0.81581,0.49261,1.35134,1.03516,1.44557,0.000786824,0.000786824,0.000786824
82,4325.27,0.73659,0.5767,1.01266,0.85989,0.72973,0.82429,0.51747,1.23754,1.03838,1.32575,0.000775822,0.000775822,0.000775822
83,4379.97,0.7435,0.58187,1.00679,0.9135,0.7027,0.78039,0.47892,1.25923,1.1919,1.35014,0.00076482,0.00076482,0.00076482
84,4433.68,0.71306,0.58517,0.97709,0.96419,0.72973,0.79065,0.52168,1.26593,1.14282,1.35203,0.000753817,0.000753817,0.000753817
85,4487.71,0.74635,0.5903,1.02282,0.94664,0.7027,0.80042,0.50671,1.34507,1.1052,1.39951,0.000742815,0.000742815,0.000742815
86,4541.4,0.76787,0.58957,1.04157,0.92708,0.72973,0.83018,0.52409,1.33815,1.05407,1.39587,0.000731813,0.000731813,0.000731813
87,4594.92,0.72765,0.54813,1.02564,0.92034,0.72973,0.8372,0.5188,1.32381,1.04184,1.37661,0.000720811,0.000720811,0.000720811
88,4649.19,0.78228,0.56331,1.04189,0.9511,0.7027,0.79183,0.49575,1.37426,1.1021,1.4181,0.000709809,0.000709809,0.000709809
89,4701.68,0.69815,0.51881,1.03356,1,0.70167,0.79706,0.48272,1.45325,1.16792,1.46708,0.000698806,0.000698806,0.000698806
90,4754.87,0.71231,0.5606,1.01464,0.9512,0.7027,0.77629,0.47948,1.44647,1.18536,1.48683,0.000687804,0.000687804,0.000687804
91,4809.53,0.69494,0.5183,1.01262,0.95105,0.7027,0.77735,0.46042,1.4278,1.22897,1.50246,0.000676802,0.000676802,0.000676802
92,4873.28,0.73979,0.58725,1.00652,0.94936,0.7027,0.80166,0.47867,1.37888,1.22571,1.51271,0.0006658,0.0006658,0.0006658
93,4934.47,0.72134,0.55211,1.01492,0.95898,0.7027,0.79872,0.44024,1.49339,1.26112,1.60051,0.000654798,0.000654798,0.000654798
94,5007.49,0.69654,0.5332,1.00013,0.9331,0.75399,0.81382,0.45274,1.49726,1.19225,1.60816,0.000643795,0.000643795,0.000643795
95,5062.33,0.67197,0.55232,0.96121,0.93014,0.75676,0.80196,0.47523,1.44414,1.19468,1.55915,0.000632793,0.000632793,0.000632793
96,5116.53,0.7258,0.54894,1.04134,0.98912,0.72973,0.80347,0.51834,1.39805,1.24784,1.50368,0.000621791,0.000621791,0.000621791
97,5173.57,0.69427,0.50175,0.97574,0.99161,0.72973,0.79729,0.5126,1.39029,1.20253,1.48919,0.000610789,0.000610789,0.000610789
98,5226.21,0.73995,0.56872,1.02096,0.99064,0.7027,0.78898,0.50425,1.3788,1.19859,1.5085,0.000599787,0.000599787,0.000599787
99,5278.2,0.67427,0.51555,0.98938,0.99586,0.7027,0.78502,0.4792,1.38236,1.23141,1.52759,0.000588784,0.000588784,0.000588784
100,5332.52,0.68915,0.51056,0.99817,0.88692,0.72973,0.79304,0.4875,1.37437,1.19485,1.50123,0.000577782,0.000577782,0.000577782
101,5386.83,0.66842,0.50885,0.98142,0.9575,0.72973,0.8024,0.48526,1.38224,1.23168,1.54481,0.00056678,0.00056678,0.00056678
102,5439.41,0.69502,0.5661,1.03354,0.95667,0.72973,0.79801,0.48968,1.3918,1.23748,1.56036,0.000555778,0.000555778,0.000555778
103,5493.44,0.67387,0.53763,1.00862,0.95589,0.72973,0.77099,0.46995,1.38817,1.27399,1.55287,0.000544776,0.000544776,0.000544776
104,5545.96,0.66484,0.52268,0.99846,0.95034,0.72973,0.75796,0.47887,1.409,1.3187,1.52853,0.000533773,0.000533773,0.000533773
105,5597.38,0.64474,0.50808,0.99124,0.95047,0.72973,0.75389,0.48182,1.37564,1.4089,1.49045,0.000522771,0.000522771,0.000522771
106,5657.05,0.63364,0.50043,0.9669,0.95179,0.72973,0.76973,0.47141,1.38033,1.43571,1.50711,0.000511769,0.000511769,0.000511769
107,5725.74,0.60006,0.48207,0.94115,0.94885,0.72973,0.78313,0.47865,1.38769,1.36337,1.49524,0.000500767,0.000500767,0.000500767
108,5782.67,0.6367,0.51986,0.98331,0.95937,0.72973,0.78287,0.48878,1.32134,1.34205,1.43552,0.000489765,0.000489765,0.000489765
109,5842.34,0.63907,0.47791,0.98158,0.9582,0.72973,0.77505,0.49031,1.30261,1.38365,1.40551,0.000478762,0.000478762,0.000478762
110,5898.34,0.62701,0.47767,0.97674,0.95948,0.72973,0.76648,0.49673,1.30612,1.31374,1.41086,0.00046776,0.00046776,0.00046776
111,5960.7,0.61512,0.46087,0.95764,0.96018,0.72973,0.78083,0.50057,1.31776,1.20676,1.43633,0.000456758,0.000456758,0.000456758
112,6056.86,0.62383,0.49548,0.95726,0.99225,0.72973,0.80143,0.50378,1.36144,1.08396,1.48824,0.000445756,0.000445756,0.000445756
113,6110.57,0.60816,0.47154,0.957,0.96543,0.75488,0.80735,0.51581,1.36782,1.08169,1.50911,0.000434754,0.000434754,0.000434754
114,6167.49,0.53006,0.44422,0.91235,0.96139,0.75676,0.81983,0.51582,1.36195,1.10754,1.49999,0.000423751,0.000423751,0.000423751
115,6228.58,0.6601,0.4971,0.98907,0.96043,0.75676,0.82512,0.51361,1.35448,1.12035,1.47511,0.000412749,0.000412749,0.000412749
116,6277.74,0.61554,0.47123,0.99223,0.93299,0.75266,0.81741,0.50017,1.36161,1.19675,1.48141,0.000401747,0.000401747,0.000401747
117,6326.73,0.60759,0.47407,0.96629,0.99508,0.7027,0.79304,0.49014,1.35875,1.22185,1.5037,0.000390745,0.000390745,0.000390745
118,6375.36,0.6139,0.47778,0.9696,0.99559,0.7027,0.77706,0.47053,1.3731,1.21536,1.50066,0.000379743,0.000379743,0.000379743
119,6424.03,0.60171,0.47235,0.95983,1,0.72756,0.77201,0.48004,1.38426,1.15724,1.48495,0.00036874,0.00036874,0.00036874
120,6473.9,0.5878,0.47603,0.93308,1,0.72637,0.76832,0.49049,1.4032,1.16427,1.50024,0.000357738,0.000357738,0.000357738
121,6524.27,0.5844,0.45526,0.95198,1,0.72728,0.77027,0.48659,1.42771,1.18825,1.53687,0.000346736,0.000346736,0.000346736
122,6572.94,0.58474,0.48098,0.95702,1,0.72827,0.76881,0.49234,1.43069,1.2119,1.56133,0.000335734,0.000335734,0.000335734
123,6621.66,0.58295,0.45696,0.94537,0.95457,0.72973,0.77094,0.48681,1.39641,1.19707,1.54352,0.000324732,0.000324732,0.000324732
124,6670.8,0.62757,0.48455,0.96466,0.97669,0.7027,0.77812,0.5033,1.3468,1.18933,1.51192,0.000313729,0.000313729,0.000313729
125,6719.62,0.64342,0.4763,0.98105,0.98789,0.7027,0.78027,0.49427,1.33925,1.23407,1.49985,0.000302727,0.000302727,0.000302727
126,6778.65,0.5822,0.44133,0.96086,0.99235,0.7027,0.78601,0.48777,1.32734,1.22009,1.48045,0.000291725,0.000291725,0.000291725
127,6841.28,0.53713,0.40786,0.91868,0.99089,0.7027,0.78849,0.49531,1.34197,1.25976,1.46911,0.000280723,0.000280723,0.000280723
128,6899.41,0.56648,0.43244,0.92418,0.96414,0.72665,0.81424,0.49005,1.34573,1.21508,1.42358,0.000269721,0.000269721,0.000269721
129,6954.36,0.53699,0.41078,0.93321,0.96413,0.72648,0.81944,0.5064,1.35308,1.21555,1.41886,0.000258718,0.000258718,0.000258718
130,7009.1,0.53807,0.41039,0.91813,0.98457,0.7027,0.80644,0.50061,1.34737,1.25793,1.42127,0.000247716,0.000247716,0.000247716
131,7063.54,0.54257,0.41548,0.92925,0.98133,0.7027,0.78994,0.49233,1.35747,1.30084,1.44509,0.000236714,0.000236714,0.000236714
132,7115.94,0.55309,0.41967,0.94192,0.98132,0.7027,0.77526,0.49991,1.35808,1.30167,1.47324,0.000225712,0.000225712,0.000225712
133,7168.24,0.52391,0.4202,0.92149,0.93071,0.72618,0.77697,0.50818,1.32227,1.28337,1.45723,0.00021471,0.00021471,0.00021471
134,7222.41,0.53185,0.42118,0.93193,0.95763,0.7027,0.77565,0.51858,1.31507,1.30301,1.45279,0.000203707,0.000203707,0.000203707
135,7276.97,0.52403,0.41686,0.92576,0.93083,0.72746,0.77372,0.51218,1.32916,1.32731,1.46169,0.000192705,0.000192705,0.000192705
136,7329.74,0.49406,0.39849,0.92461,0.93089,0.72809,0.77769,0.50847,1.32677,1.32159,1.45736,0.000181703,0.000181703,0.000181703
137,7381.94,0.56348,0.43972,0.94447,0.93081,0.72723,0.78193,0.50837,1.31718,1.30474,1.45739,0.000170701,0.000170701,0.000170701
